bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip,year,month,Actual_Price,Predicted_Price
3.0,1.75,1140,9628,1.0,0,0,4,1140,0,1969,0,Federal Way,WA 98023,2014,5,120750.0,237517.39875
4.0,2.5,2300,19250,1.0,0,0,4,2300,0,1955,2009,North Bend,WA 98045,2014,6,450000.0,490460.365
4.0,1.5,1550,5053,1.0,0,0,4,1180,370,1963,0,Seattle,WA 98118,2014,7,433000.0,413496.93666667
3.0,1.0,1140,27760,1.0,0,0,4,1140,0,1981,0,Issaquah,WA 98027,2014,6,243800.0,272457.53461538
3.0,3.0,2470,36445,2.0,0,0,4,2470,0,1980,0,Issaquah,WA 98027,2014,6,525000.0,634748.88
3.0,1.75,1500,13430,1.0,0,0,3,1500,0,1977,2004,Woodinville,WA 98072,2014,6,383000.0,390166.0
4.0,2.5,2240,12032,1.0,0,0,3,2240,0,1983,2009,Sammamish,WA 98074,2014,5,592500.0,602441.0675
2.0,2.5,2510,14878,2.0,0,0,3,2510,0,1990,2009,Bothell,WA 98011,2014,7,600000.0,582056.83
3.0,1.5,1180,7000,1.0,0,0,4,1180,0,1977,0,Federal Way,WA 98023,2014,6,187500.0,217930.41666666002
3.0,1.0,1060,5200,1.0,0,0,5,1060,0,1970,0,Covington,WA 98042,2014,5,174950.0,213282.59999999002
4.0,2.75,2910,18700,1.0,0,0,3,2210,700,1957,1995,Shoreline,WA 98177,2014,7,749950.0,643200.75
5.0,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0,Seattle,WA 98103,2014,6,822500.0,713271.39
4.0,2.5,2770,45514,2.0,0,0,4,2770,0,1989,0,Woodinville,WA 98077,2014,6,685000.0,618106.0
4.0,3.0,3110,7231,2.0,0,0,3,3110,0,1997,0,Auburn,WA 98092,2014,5,367500.0,521547.71
3.0,2.5,1480,1961,2.0,0,0,3,1480,0,2005,0,Issaquah,WA 98029,2014,6,450000.0,467033.7
3.0,2.25,2670,7500,1.0,0,0,4,1640,1030,1966,0,Burien,WA 98166,2014,6,465000.0,501108.07333333
4.0,1.75,1710,10440,1.0,0,0,4,1710,0,1955,2009,Bellevue,WA 98006,2014,7,525000.0,536107.1666666899
3.0,3.25,2640,4080,2.0,0,0,3,1840,800,1912,2000,Seattle,WA 98105,2014,5,930000.0,843548.0
4.0,2.5,3560,12047,2.0,0,0,3,3560,0,1988,2000,Federal Way,WA 98023,2014,7,486000.0,550800.25
3.0,2.5,1510,10384,1.0,0,0,2,1030,480,1976,0,Woodinville,WA 98077,2014,6,250000.0,332087.45208333
4.0,2.0,1780,5336,1.5,0,0,5,930,850,1918,0,Seattle,WA 98178,2014,6,315000.0,334945.86
3.0,2.5,2230,5750,2.0,0,0,3,2230,0,2003,0,Kirkland,WA 98033,2014,6,1035000.0,733274.25892858
2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,Seattle,WA 98146,2014,5,368000.0,540527.58
2.0,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0,Auburn,WA 98001,2014,5,415000.0,183545.0
3.0,2.25,1820,7326,2.0,0,0,3,1820,0,1983,2009,Kirkland,WA 98034,2014,6,489950.0,470555.27142858
5.0,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,Seattle,WA 98146,2014,5,230000.0,574490.29
3.0,1.0,1280,9898,1.0,0,0,3,1280,0,1968,1997,Woodinville,WA 98072,2014,5,368000.0,294440.15125
3.0,1.0,1200,9800,1.0,0,0,4,1200,0,1971,0,Woodinville,WA 98072,2014,5,374000.0,298434.35
3.0,1.75,1560,9788,1.0,0,0,3,1560,0,1964,2000,Seattle,WA 98178,2014,5,291000.0,333305.0
3.0,1.5,1460,15000,1.0,0,0,3,1460,0,1966,1963,Auburn,WA 98001,2014,7,232000.0,265619.435
3.0,2.5,1700,3575,2.0,0,0,3,1700,0,2000,0,Seattle,WA 98108,2014,6,300000.0,449936.83
2.0,2.0,1690,4500,1.0,0,0,3,1690,0,2004,2003,Redmond,WA 98053,2014,6,564000.0,499932.82857143995
3.0,1.0,1810,12375,2.0,0,0,3,1810,0,1970,2014,Woodinville,WA 98072,2014,5,326500.0,419589.79
2.0,1.0,1230,1820,2.0,0,0,4,830,400,1948,0,Seattle,WA 98107,2014,6,375000.0,454201.66428572
3.0,2.0,1910,5040,1.5,0,0,3,1910,0,1971,0,Sammamish,WA 98074,2014,6,430000.0,540684.47666666
4.0,2.0,1770,6000,2.0,0,0,5,1770,0,1911,1981,Seattle,WA 98199,2014,5,630000.0,680500.5
4.0,2.75,1970,7213,1.0,0,0,3,1170,800,1977,2004,Renton,WA 98058,2014,5,323000.0,330396.52857142
3.0,1.0,2110,10005,1.0,0,0,5,1110,1000,1924,1956,Kirkland,WA 98033,2014,5,475300.0,672202.51
4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,Seattle,WA 98109,2014,5,648475.0,625914.45428571
3.0,1.75,1940,7313,1.0,0,1,4,1440,500,1960,2001,Seattle,WA 98136,2014,5,685000.0,650256.16666667
3.0,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,Seattle,WA 98117,2014,5,460000.0,514878.29846154
3.0,1.5,2600,5085,1.0,0,0,4,1400,1200,1940,2001,Seattle,WA 98126,2014,5,540000.0,678806.11714284
5.0,1.75,1880,10000,1.0,0,0,3,960,920,1963,2008,Kirkland,WA 98034,2014,5,405000.0,405726.7807692501
4.0,2.75,2800,19168,2.0,0,0,3,2800,0,1992,0,Sammamish,WA 98075,2014,6,999000.0,681124.2490909399
3.0,2.5,1990,3984,2.0,0,0,3,1990,0,2004,2003,Sammamish,WA 98075,2014,6,560200.0,546581.44428571
3.0,2.0,1680,8424,1.0,0,0,3,1680,0,1993,0,Enumclaw,WA 98022,2014,6,289000.0,248679.97619047
3.0,2.5,3280,10302,1.0,0,0,3,1680,1600,1970,2014,Seattle,WA 98115,2014,7,1075000.0,840248.0
3.0,2.75,3400,7200,2.0,0,2,3,2470,930,2009,0,Renton,WA 98056,2014,6,530000.0,585975.9411538601
4.0,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988,Seattle,WA 98125,2014,6,430000.0,480456.08333334
3.0,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,Kent,WA 98031,2014,6,242000.0,242144.88999997
2.0,2.0,1150,6634,1.0,0,0,3,860,290,1940,1996,Seattle,WA 98115,2014,5,445000.0,443733.88888889
4.0,2.0,1660,4800,1.5,0,0,3,1660,0,1922,2008,Seattle,WA 98103,2014,7,550607.142857,687660.1
3.0,2.5,2510,5503,2.0,0,2,3,2510,0,1995,0,Seattle,WA 98136,2014,5,820000.0,764973.26
5.0,4.0,7320,217800,2.0,0,0,3,7320,0,1992,0,Renton,WA 98058,2014,7,1135250.0,798942.34
4.0,2.25,2870,5453,2.0,0,1,4,2220,650,1926,1993,Seattle,WA 98146,2014,6,665900.0,830084.0
2.0,1.5,1260,1575,2.0,0,0,3,1260,0,2001,0,Seattle,WA 98144,2014,7,374000.0,376519.22222222
3.0,3.25,2770,6278,2.0,0,0,3,1980,790,2006,0,Renton,WA 98056,2014,6,461000.0,527763.34166667
3.0,2.0,1470,8089,1.0,0,0,3,1470,0,1987,2000,Des Moines,WA 98198,2014,6,280000.0,258211.46
2.0,1.0,1430,3000,1.5,0,0,3,1300,130,1929,0,Seattle,WA 98112,2014,6,620000.0,578392.5
2.0,1.0,1000,31505,1.0,0,0,3,1000,0,1960,2012,Duvall,WA 98019,2014,6,265000.0,181867.22666664998
3.0,2.5,2120,7201,2.0,0,0,3,2120,0,2003,0,Seattle,WA 98133,2014,6,507000.0,507432.78
3.0,2.75,2300,4637,2.0,0,0,3,2300,0,2008,0,Snoqualmie,WA 98065,2014,6,479500.0,486699.75333334
3.0,2.0,1270,1323,3.0,0,0,3,1270,0,2006,0,Seattle,WA 98103,2014,5,360000.0,409782.83333333
3.0,2.25,1584,2800,2.0,0,0,3,1584,0,2012,1912,Auburn,WA 98002,2014,6,267000.0,282315.0
3.0,1.75,2140,9484,1.0,0,0,3,1290,850,1953,0,Bellevue,WA 98004,2014,6,650000.0,832694.5
3.0,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001,Seattle,WA 98125,2014,6,369500.0,425778.29
3.0,2.5,2340,5957,2.0,0,0,3,2340,0,1995,0,Kenmore,WA 98028,2014,6,426090.0,479996.72
3.0,2.5,1400,1312,3.5,0,0,3,1400,0,2007,0,Seattle,WA 98103,2014,6,563500.0,423456.72222222
3.0,1.75,1660,9600,1.0,0,0,3,1380,280,1981,2013,Bothell,WA 98011,2014,6,420000.0,382978.0
2.0,1.0,720,8040,1.0,0,0,3,720,0,1943,2002,Burien,WA 98166,2014,6,210000.0,171719.345
5.0,2.25,2440,20828,1.5,0,0,4,2440,0,1975,0,Kent,WA 98042,2014,5,489990.0,384809.0
5.0,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,Seattle,WA 98122,2014,5,345600.0,721427.0
3.0,2.5,2540,7680,2.0,0,1,4,2540,0,1940,2001,Seattle,WA 98177,2014,5,675000.0,812367.0
2.0,1.0,870,5400,1.0,0,0,3,870,0,1950,2007,Seattle,WA 98126,2014,6,310000.0,291347.11369648
4.0,3.25,3060,3898,2.0,0,0,3,2300,760,2014,0,Issaquah,WA 98027,2014,6,782900.0,749319.73
2.0,1.0,1060,7700,1.0,0,0,3,820,240,1981,2013,Renton,WA 98055,2014,7,170500.0,245244.90333333
3.0,1.75,1550,9720,1.0,0,0,3,1050,500,1976,0,Black Diamond,WA 98010,2014,7,255000.0,269321.46319444
4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,Kent,WA 98042,2014,5,330000.0,469408.23571427003
2.0,1.0,860,6600,1.0,0,0,5,860,0,1949,0,Burien,WA 98168,2014,6,200000.0,185957.83333333
1.0,1.0,730,3000,1.0,0,0,3,730,0,1911,1979,Seattle,WA 98107,2014,6,395000.0,329708.2
4.0,1.0,1200,7200,1.5,0,0,3,1200,0,1944,0,Seattle,WA 98178,2014,6,135333.333333,298740.16071429
3.0,2.0,1200,5029,1.0,0,0,3,880,320,1937,1999,Seattle,WA 98115,2014,6,420000.0,448284.7
3.0,2.5,3240,33151,2.0,0,2,3,3240,0,1995,0,Federal Way,WA 98023,2014,5,604000.0,532963.45543767
3.0,1.0,1540,3399,1.5,0,0,3,1200,340,1926,2003,Seattle,WA 98117,2014,6,530100.0,513767.73538461997
3.0,1.75,1310,9645,1.0,0,0,3,1310,0,1979,2014,SeaTac,WA 98198,2014,5,242000.0,278625.59607143
3.0,1.0,1590,13000,1.5,0,0,3,1590,0,1944,0,Burien,WA 98166,2014,6,235000.0,284326.73214286
4.0,2.75,2520,14021,2.0,0,0,3,2520,0,1999,0,Duvall,WA 98019,2014,6,234975.0,465447.25
5.0,2.5,2500,7200,1.0,0,0,4,1490,1010,1977,0,Redmond,WA 98052,2014,6,661500.0,667957.7956521701
3.0,2.25,1790,10209,1.0,0,0,3,1290,500,1967,2011,Woodinville,WA 98072,2014,6,425000.0,390214.5
4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,Redmond,WA 98052,2014,5,639000.0,589181.5397515399
2.0,1.0,720,11400,1.0,0,0,5,720,0,1951,0,Shoreline,WA 98133,2014,6,275500.0,275642.705
4.0,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,Bellevue,WA 98006,2014,5,615000.0,727948.0375
4.0,2.75,3510,9400,2.0,0,0,3,3510,0,2014,0,Renton,WA 98059,2014,7,659950.0,652296.7361538501
4.0,2.5,2150,7303,2.0,0,0,3,2150,0,2005,0,Renton,WA 98056,2014,6,392500.0,367202.61607143
3.0,2.75,2520,5401,1.0,0,0,4,1360,1160,1946,1989,Seattle,WA 98119,2014,5,750000.0,689997.50285713
4.0,2.25,2160,9593,1.0,0,0,3,2160,0,1969,2010,Bellevue,WA 98008,2014,6,580000.0,564550.5
2.0,1.5,1310,12196,1.5,0,0,3,1310,0,1970,2014,Redmond,WA 98052,2014,6,455000.0,474849.0
3.0,2.0,1400,7293,1.0,0,0,4,1400,0,1963,0,Bellevue,WA 98008,2014,5,511555.0,435628.83333333
4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,Kent,WA 98042,2014,5,284000.0,284957.53767858
2.0,1.75,1910,3376,2.0,0,0,3,1910,0,1980,0,Maple Valley,WA 98038,2014,6,230000.0,269164.1225
3.0,1.75,1980,6250,1.0,0,1,5,1090,890,1910,0,Seattle,WA 98136,2014,6,440825.0,506442.95666667
2.0,1.75,1350,4614,1.0,0,0,3,1350,0,2008,0,Redmond,WA 98053,2014,7,498800.0,405153.33333333
4.0,1.75,1830,29110,2.0,0,0,3,1230,600,1990,2009,Mercer Island,WA 98040,2014,6,610000.0,711487.0966666699
3.0,1.5,1650,9380,1.0,0,0,5,1130,520,1978,0,Renton,WA 98058,2014,6,320000.0,325373.05555556
4.0,3.0,1930,3031,1.0,0,0,3,1200,730,2006,0,Duvall,WA 98019,2014,6,330675.0,314562.32708333334
2.0,1.5,940,1768,2.0,0,0,3,940,0,2009,0,Seattle,WA 98144,2014,6,362500.0,352961.12
2.0,1.0,1890,5202,1.5,0,0,4,1890,0,1909,1989,Seattle,WA 98117,2014,5,645500.0,703943.68
3.0,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0,Seattle,WA 98108,2014,6,545500.0,528654.57512821
5.0,2.75,3500,5040,2.0,0,2,3,2950,550,1927,2007,Seattle,WA 98126,2014,7,970000.0,818675.46
5.0,1.0,1170,6757,1.0,0,0,4,800,370,1944,0,Seattle,WA 98125,2014,6,397000.0,367965.15714286
2.0,1.0,1090,5000,1.0,0,0,4,730,360,1942,1982,Seattle,WA 98126,2014,5,287919.782609,327591.11062114
4.0,2.5,2660,12672,1.0,0,0,4,1740,920,1960,2001,Federal Way,WA 98003,2014,6,310000.0,359827.3
3.0,1.75,1440,12888,1.0,0,2,3,1090,350,1958,2004,Tukwila,WA 98168,2014,6,260000.0,300995.5
3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,Issaquah,WA 98027,2014,5,437500.0,519918.95
3.0,3.25,1380,1120,3.0,0,0,3,1380,0,2008,0,Seattle,WA 98103,2014,6,482000.0,422313.36
4.0,1.75,1290,3060,2.0,0,0,4,1290,0,1906,1990,Seattle,WA 98103,2014,6,549000.0,456358.79
1.0,1.0,590,833,1.0,0,0,4,590,0,1926,1993,Seattle,WA 98122,2014,7,202000.0,274714.50925926
3.0,2.5,2260,4165,2.0,0,0,3,2260,0,2005,0,Sammamish,WA 98075,2014,6,550000.0,587208.21333333
3.0,1.0,1210,7440,1.0,0,0,3,1210,0,1949,1998,Shoreline,WA 98155,2014,6,324950.0,303295.32444445
3.0,2.5,2820,8159,2.0,0,0,3,2820,0,2004,2003,Issaquah,WA 98029,2014,7,735000.0,692734.8645
3.0,2.0,1670,4572,1.5,0,0,3,1670,0,1931,0,Seattle,WA 98117,2014,5,585000.0,626719.0
4.0,2.75,2700,35362,2.0,0,0,5,2700,0,1976,0,Woodinville,WA 98077,2014,6,669000.0,577441.53
3.0,2.5,3240,108366,2.0,0,0,4,3240,0,1991,0,Kent,WA 98042,2014,5,651000.0,504098.43428571
3.0,2.5,2130,3500,1.0,0,0,4,1210,920,1994,0,Woodinville,WA 98072,2014,5,534640.0,510384.0
4.0,2.0,2360,6000,1.0,0,0,5,1260,1100,1939,0,Seattle,WA 98199,2014,6,730000.0,639157.2628570701
3.0,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0,Seattle,WA 98117,2014,5,524950.0,494135.65
4.0,2.5,2560,36601,2.0,0,0,4,2560,0,1987,0,Sammamish,WA 98075,2014,5,675000.0,623288.9018181899
3.0,2.5,1460,3044,2.0,0,0,3,1460,0,2000,0,Seattle,WA 98108,2014,7,299880.0,379729.65111111
3.0,3.25,1370,913,2.0,0,0,3,1100,270,2006,0,Seattle,WA 98116,2014,6,390000.0,478156.93111111
3.0,2.25,1450,4706,2.0,0,0,3,1450,0,2009,0,Kenmore,WA 98028,2014,6,400000.0,333857.49999981024
4.0,2.25,2250,41688,2.0,0,0,3,2250,0,1980,0,Redmond,WA 98053,2014,5,569000.0,564175.1397515401
3.0,1.5,1470,14821,1.0,0,0,4,1470,0,1958,1972,Kent,WA 98042,2014,5,264000.0,268044.0
3.0,1.75,2310,11200,1.0,0,0,4,1630,680,1978,2000,Kent,WA 98030,2014,6,385000.0,344323.37571428
4.0,3.25,2420,4000,1.5,0,0,5,1870,550,1911,1984,Seattle,WA 98105,2014,6,790000.0,826377.04
2.0,1.0,700,4800,1.0,0,0,3,700,0,1922,2008,Seattle,WA 98122,2014,6,260000.0,318970.49857551995
4.0,2.5,2430,5000,2.0,0,0,3,2430,0,2009,0,Snoqualmie,WA 98065,2014,5,480000.0,455553.64
3.0,1.75,1940,7500,1.5,0,0,4,1940,0,1918,1985,Enumclaw,WA 98022,2014,7,295000.0,282479.54178571
3.0,2.5,2220,6049,2.0,0,0,4,2220,0,1990,0,Kent,WA 98031,2014,5,325000.0,350393.05571428
3.0,1.0,1530,389126,1.5,0,0,4,1530,0,1919,1985,Enumclaw,WA 98022,2014,6,230000.0,273876.0
6.0,1.75,1840,2774,1.0,0,0,3,1060,780,1900,2005,Seattle,WA 98122,2014,6,660000.0,514327.88
5.0,1.0,1590,6700,1.5,0,0,3,1090,500,1942,1999,Seattle,WA 98146,2014,7,185000.0,443009.32222224
4.0,1.5,1770,5750,2.0,0,0,3,1770,0,1947,2012,Seattle,WA 98116,2014,6,440000.0,654124.13
2.0,1.5,1920,3408,1.0,0,0,4,960,960,1912,1989,Seattle,WA 98122,2014,7,517000.0,546819.08333333
5.0,3.0,3640,6930,2.0,0,0,3,3640,0,2004,2003,Maple Valley,WA 98038,2014,6,555000.0,649360.587
4.0,2.75,2540,7210,1.0,0,0,4,1600,940,1979,0,Renton,WA 98058,2014,6,335000.0,378759.59722223994
4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,Auburn,WA 98092,2014,5,328000.0,335644.19923076
4.0,2.5,1660,8063,1.0,0,0,4,1660,0,1978,2000,Des Moines,WA 98198,2014,7,270000.0,248537.90619047
3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,Seattle,WA 98115,2014,5,600000.0,551961.05
4.0,2.5,2150,6807,2.0,0,0,4,2150,0,1991,0,Kent,WA 98031,2014,5,316500.0,324122.53107143
4.0,2.5,3160,8281,2.0,0,0,4,3160,0,1995,0,Kirkland,WA 98033,2014,7,1127000.0,812036.94
4.0,3.25,3430,9870,2.0,0,0,3,3430,0,2014,0,Bothell,WA 98011,2014,6,749995.0,779406.45
4.0,2.0,1210,11100,1.0,0,0,4,1210,0,1955,2009,Bellevue,WA 98006,2014,6,483300.0,450340.0
4.0,2.75,1680,11180,1.0,0,0,4,1680,0,1966,0,Redmond,WA 98052,2014,5,625000.0,549148.67142858
2.0,1.0,700,10540,1.0,0,0,3,700,0,1953,0,Normandy Park,WA 98166,2014,5,192000.0,269253.74
3.0,1.75,1230,9600,1.0,0,0,4,1230,0,1984,0,Covington,WA 98042,2014,6,239950.0,257163.63666665004
3.0,2.5,2280,2289,2.0,0,0,3,1880,400,2006,0,Issaquah,WA 98027,2014,5,500324.0,559843.15
4.0,2.25,2600,6390,1.0,0,0,3,1390,1210,1978,0,Federal Way,WA 98023,2014,7,245000.0,344500.55
3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,Seattle,WA 98115,2014,5,478000.0,444843.075
6.0,2.75,2300,24773,1.5,0,0,4,2300,0,1950,1985,Mercer Island,WA 98040,2014,5,900000.0,596653.0
3.0,2.5,2620,8950,2.0,0,0,3,2620,0,1992,0,Bellevue,WA 98006,2014,5,746000.0,768591.3125
3.0,2.0,1400,45738,2.0,0,0,4,1400,0,1981,0,Vashon,WA 98070,2014,6,410000.0,341971.33333333
4.0,3.5,2970,14486,2.0,0,0,3,2340,630,1997,0,Mercer Island,WA 98040,2014,6,905000.0,734208.02333333
5.0,2.5,2300,23345,1.0,0,0,5,1170,1130,1967,0,Renton,WA 98059,2014,6,453500.0,441509.91666662006
3.0,1.0,950,9400,1.0,0,0,4,950,0,1954,1979,Bellevue,WA 98006,2014,7,248000.0,495085.1
3.0,2.0,1570,5706,1.0,0,0,3,1570,0,1998,2006,Auburn,WA 98092,2014,5,265000.0,258042.30285714
3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0,Kirkland,WA 98034,2014,5,350000.0,326791.18571429
2.0,2.25,1730,31491,2.0,1,2,4,1730,0,1947,1988,Vashon,WA 98070,2014,5,800000.0,409419.61333333
4.0,3.5,3500,8547,2.0,0,0,3,2500,1000,1994,0,Bellevue,WA 98006,2014,6,799000.0,890565.18
3.0,2.25,2610,9002,2.0,0,0,3,2610,0,1988,2000,Redmond,WA 98052,2014,6,675000.0,706855.2956521701
3.0,1.75,1500,11968,1.0,0,0,3,1500,0,2014,0,Black Diamond,WA 98010,2014,6,224000.0,313324.00874999666
2.0,1.75,1590,11276,1.0,0,0,4,1590,0,1972,0,Auburn,WA 98002,2014,6,225500.0,247958.04777776002
2.0,1.75,1440,5680,1.0,0,0,4,1440,0,1978,2000,Des Moines,WA 98198,2014,6,210000.0,236080.58
4.0,3.0,3240,5562,2.0,0,0,3,3240,0,2013,1923,Sammamish,WA 98075,2014,6,895000.0,759205.93
3.0,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,Renton,WA 98057,2014,5,175000.0,213750.58
3.0,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0,Seattle,WA 98116,2014,5,523000.0,491523.32571428997
